source,league,season,source_name,panel_club,matched
transfermarkt,bundesliga,2008/09,1.FC Köln,FC Koln,True
transfermarkt,bundesliga,2008/09,Eintracht Frankfurt,Ein Frankfurt,True
transfermarkt,bundesliga,2008/09,Bayer 04 Leverkusen,Leverkusen,True
transfermarkt,bundesliga,2008/09,Borussia Mönchengladbach,M'gladbach,True
transfermarkt,bundesliga,2008/09,Arminia Bielefeld,Bielefeld,True
transfermarkt,bundesliga,2009/10,Hamburger SV,Hamburg,True
transfermarkt,bundesliga,2009/10,Hertha BSC,Hertha,True
transfermarkt,bundesliga,2009/10,VfL Bochum,Bochum,True
transfermarkt,bundesliga,2009/10,VfL Wolfsburg,Wolfsburg,True
transfermarkt,bundesliga,2009/10,Hannover 96,Hannover,True
transfermarkt,bundesliga,2009/10,1.FC Nuremberg,Nurnberg,True
transfermarkt,bundesliga,2009/10,VfB Stuttgart,Stuttgart,True
transfermarkt,bundesliga,2009/10,1.FSV Mainz 05,Mainz,True
transfermarkt,bundesliga,2010/11,TSG 1899 Hoffenheim,Hoffenheim,True
transfermarkt,bundesliga,2010/11,1.FC Köln,FC Koln,True
transfermarkt,bundesliga,2010/11,Bayer 04 Leverkusen,Leverkusen,True
transfermarkt,bundesliga,2010/11,SC Freiburg,Freiburg,True
transfermarkt,bundesliga,2010/11,FC St. Pauli,St Pauli,True
transfermarkt,bundesliga,2010/11,Bayern Munich,Bayern Munich,True
transfermarkt,bundesliga,2010/11,Eintracht Frankfurt,Ein Frankfurt,True
transfermarkt,bundesliga,2010/11,FC Schalke 04,Schalke 04,True
transfermarkt,bundesliga,2010/11,VfL Wolfsburg,Wolfsburg,True
transfermarkt,bundesliga,2010/11,Hamburger SV,Hamburg,True
transfermarkt,bundesliga,2010/11,Borussia Mönchengladbach,M'gladbach,True
transfermarkt,bundesliga,2010/11,VfB Stuttgart,Stuttgart,True
transfermarkt,bundesliga,2011/12,1.FC Köln,FC Koln,True
transfermarkt,bundesliga,2011/12,FC Augsburg,Augsburg,True
transfermarkt,bundesliga,2011/12,Hertha BSC,Hertha,True
transfermarkt,bundesliga,2011/12,1.FC Kaiserslautern,Kaiserslautern,True
transfermarkt,bundesliga,2011/12,Bayer 04 Leverkusen,Leverkusen,True
transfermarkt,bundesliga,2011/12,TSG 1899 Hoffenheim,Hoffenheim,True
transfermarkt,bundesliga,2011/12,SC Freiburg,Freiburg,True
transfermarkt,bundesliga,2011/12,Hamburger SV,Hamburg,True
transfermarkt,bundesliga,2011/12,FC Schalke 04,Schalke 04,True
transfermarkt,bundesliga,2012/13,Bayer 04 Leverkusen,Leverkusen,True
transfermarkt,bundesliga,2012/13,Bayern Munich,Bayern Munich,True
transfermarkt,bundesliga,2012/13,Fortuna Düsseldorf,Fortuna Dusseldorf,True
transfermarkt,bundesliga,2012/13,SV Werder Bremen,Werder Bremen,True
transfermarkt,bundesliga,2012/13,TSG 1899 Hoffenheim,Hoffenheim,True
transfermarkt,bundesliga,2012/13,SpVgg Greuther Fürth,Greuther Furth,True
transfermarkt,bundesliga,2012/13,VfL Wolfsburg,Wolfsburg,True
transfermarkt,bundesliga,2012/13,1.FC Nuremberg,Nurnberg,True
transfermarkt,bundesliga,2012/13,FC Schalke 04,Schalke 04,True
transfermarkt,bundesliga,2013/14,1.FC Nuremberg,Nurnberg,True
transfermarkt,bundesliga,2013/14,Bayer 04 Leverkusen,Leverkusen,True
transfermarkt,bundesliga,2013/14,Eintracht Frankfurt,Ein Frankfurt,True
transfermarkt,bundesliga,2013/14,1.FSV Mainz 05,Mainz,True
transfermarkt,bundesliga,2013/14,VfB Stuttgart,Stuttgart,True
transfermarkt,bundesliga,2013/14,Hamburger SV,Hamburg,True
transfermarkt,bundesliga,2013/14,Hannover 96,Hannover,True
transfermarkt,bundesliga,2014/15,Borussia Dortmund,Dortmund,True
transfermarkt,bundesliga,2014/15,FC Schalke 04,Schalke 04,True
transfermarkt,bundesliga,2014/15,VfB Stuttgart,Stuttgart,True
transfermarkt,bundesliga,2014/15,SC Paderborn 07,,False
transfermarkt,bundesliga,2014/15,Eintracht Frankfurt,Ein Frankfurt,True
transfermarkt,bundesliga,2014/15,Hannover 96,Hannover,True
transfermarkt,bundesliga,2014/15,Hamburger SV,Hamburg,True
transfermarkt,bundesliga,2014/15,1.FSV Mainz 05,Mainz,True
transfermarkt,bundesliga,2014/15,Hertha BSC,Hertha,True
transfermarkt,bundesliga,2014/15,SV Werder Bremen,Werder Bremen,True
transfermarkt,bundesliga,2015/16,Bayern Munich,Bayern Munich,True
transfermarkt,bundesliga,2015/16,FC Schalke 04,Schalke 04,True
transfermarkt,bundesliga,2015/16,Hannover 96,Hannover,True
transfermarkt,bundesliga,2015/16,VfB Stuttgart,Stuttgart,True
transfermarkt,bundesliga,2015/16,SV Darmstadt 98,Darmstadt,True
transfermarkt,bundesliga,2015/16,FC Augsburg,Augsburg,True
transfermarkt,bundesliga,2015/16,FC Ingolstadt 04,,False
transfermarkt,bundesliga,2015/16,Eintracht Frankfurt,Ein Frankfurt,True
transfermarkt,bundesliga,2015/16,TSG 1899 Hoffenheim,Hoffenheim,True
transfermarkt,bundesliga,2015/16,Borussia Mönchengladbach,M'gladbach,True
transfermarkt,bundesliga,2016/17,Bayer 04 Leverkusen,Leverkusen,True
transfermarkt,bundesliga,2016/17,Borussia Dortmund,Dortmund,True
transfermarkt,bundesliga,2016/17,FC Schalke 04,Schalke 04,True
transfermarkt,bundesliga,2016/17,1.FSV Mainz 05,Mainz,True
transfermarkt,bundesliga,2016/17,VfL Wolfsburg,Wolfsburg,True
transfermarkt,bundesliga,2016/17,SV Darmstadt 98,Darmstadt,True
transfermarkt,bundesliga,2016/17,FC Augsburg,Augsburg,True
transfermarkt,bundesliga,2016/17,Borussia Mönchengladbach,M'gladbach,True
transfermarkt,bundesliga,2016/17,FC Ingolstadt 04,,False
transfermarkt,bundesliga,2016/17,SV Werder Bremen,Werder Bremen,True
transfermarkt,bundesliga,2016/17,Hamburger SV,Hamburg,True
transfermarkt,bundesliga,2017/18,Bayern Munich,Bayern Munich,True
transfermarkt,bundesliga,2017/18,1.FC Köln,FC Koln,True
transfermarkt,bundesliga,2017/18,Eintracht Frankfurt,Ein Frankfurt,True
transfermarkt,bundesliga,2017/18,Borussia Dortmund,Dortmund,True
transfermarkt,bundesliga,2017/18,RB Leipzig,RB Leipzig,True
transfermarkt,bundesliga,2017/18,Hamburger SV,Hamburg,True
transfermarkt,bundesliga,2017/18,VfL Wolfsburg,Wolfsburg,True
transfermarkt,bundesliga,2017/18,VfB Stuttgart,Stuttgart,True
transfermarkt,bundesliga,2017/18,SV Werder Bremen,Werder Bremen,True
transfermarkt,bundesliga,2018/19,Hertha BSC,Hertha,True
transfermarkt,bundesliga,2018/19,RB Leipzig,RB Leipzig,True
transfermarkt,bundesliga,2018/19,TSG 1899 Hoffenheim,Hoffenheim,True
transfermarkt,bundesliga,2018/19,VfL Wolfsburg,Wolfsburg,True
transfermarkt,bundesliga,2018/19,VfB Stuttgart,Stuttgart,True
transfermarkt,bundesliga,2018/19,Hannover 96,Hannover,True
transfermarkt,bundesliga,2018/19,FC Schalke 04,Schalke 04,True
transfermarkt,bundesliga,2018/19,Borussia Mönchengladbach,M'gladbach,True
transfermarkt,bundesliga,2018/19,1.FC Nuremberg,Nurnberg,True
transfermarkt,bundesliga,2018/19,FC Augsburg,Augsburg,True
transfermarkt,bundesliga,2018/19,Bayer 04 Leverkusen,Leverkusen,True
transfermarkt,bundesliga,2019/20,TSG 1899 Hoffenheim,Hoffenheim,True
transfermarkt,bundesliga,2019/20,Hertha BSC,Hertha,True
transfermarkt,bundesliga,2019/20,FC Augsburg,Augsburg,True
transfermarkt,bundesliga,2019/20,Fortuna Düsseldorf,Fortuna Dusseldorf,True
transfermarkt,bundesliga,2019/20,1.FC Köln,FC Koln,True
transfermarkt,bundesliga,2019/20,1.FSV Mainz 05,Mainz,True
transfermarkt,bundesliga,2019/20,Bayern Munich,Bayern Munich,True
transfermarkt,bundesliga,2020/21,1.FC Köln,FC Koln,True
transfermarkt,bundesliga,2020/21,RB Leipzig,RB Leipzig,True
transfermarkt,bundesliga,2020/21,VfL Wolfsburg,Wolfsburg,True
transfermarkt,bundesliga,2020/21,Bayern Munich,Bayern Munich,True
transfermarkt,bundesliga,2020/21,Eintracht Frankfurt,Ein Frankfurt,True
transfermarkt,bundesliga,2020/21,Borussia Mönchengladbach,M'gladbach,True
transfermarkt,bundesliga,2020/21,Borussia Dortmund,Dortmund,True
transfermarkt,bundesliga,2020/21,Bayer 04 Leverkusen,Leverkusen,True
transfermarkt,bundesliga,2020/21,SV Werder Bremen,Werder Bremen,True
transfermarkt,bundesliga,2020/21,FC Augsburg,Augsburg,True
transfermarkt,bundesliga,2020/21,Arminia Bielefeld,Bielefeld,True
transfermarkt,bundesliga,2020/21,FC Schalke 04,Schalke 04,True
transfermarkt,bundesliga,2020/21,Hertha BSC,Hertha,True
transfermarkt,bundesliga,2020/21,1.FSV Mainz 05,Mainz,True
transfermarkt,bundesliga,2021/22,Arminia Bielefeld,Bielefeld,True
transfermarkt,bundesliga,2021/22,Borussia Mönchengladbach,M'gladbach,True
transfermarkt,bundesliga,2021/22,Hertha BSC,Hertha,True
transfermarkt,bundesliga,2021/22,SpVgg Greuther Fürth,Greuther Furth,True
transfermarkt,bundesliga,2021/22,FC Augsburg,Augsburg,True
transfermarkt,bundesliga,2021/22,TSG 1899 Hoffenheim,Hoffenheim,True
transfermarkt,bundesliga,2021/22,Borussia Dortmund,Dortmund,True
transfermarkt,bundesliga,2021/22,VfL Wolfsburg,Wolfsburg,True
transfermarkt,bundesliga,2021/22,RB Leipzig,RB Leipzig,True
transfermarkt,bundesliga,2022/23,Eintracht Frankfurt,Ein Frankfurt,True
transfermarkt,bundesliga,2022/23,Borussia Mönchengladbach,M'gladbach,True
transfermarkt,bundesliga,2022/23,Hertha BSC,Hertha,True
transfermarkt,bundesliga,2022/23,VfB Stuttgart,Stuttgart,True
transfermarkt,bundesliga,2022/23,Bayern Munich,Bayern Munich,True
transfermarkt,bundesliga,2022/23,TSG 1899 Hoffenheim,Hoffenheim,True
transfermarkt,bundesliga,2022/23,FC Schalke 04,Schalke 04,True
transfermarkt,bundesliga,2022/23,Bayer 04 Leverkusen,Leverkusen,True
transfermarkt,bundesliga,2022/23,VfL Bochum,Bochum,True
transfermarkt,bundesliga,2022/23,RB Leipzig,RB Leipzig,True
transfermarkt,bundesliga,2023/24,1.FC Köln,FC Koln,True
transfermarkt,bundesliga,2023/24,Borussia Dortmund,Dortmund,True
transfermarkt,bundesliga,2023/24,Bayern Munich,Bayern Munich,True
transfermarkt,bundesliga,2023/24,SC Freiburg,Freiburg,True
transfermarkt,bundesliga,2023/24,VfL Bochum,Bochum,True
transfermarkt,bundesliga,2023/24,1.FC Union Berlin,Union Berlin,True
transfermarkt,bundesliga,2023/24,VfL Wolfsburg,Wolfsburg,True
transfermarkt,bundesliga,2023/24,1.FSV Mainz 05,Mainz,True
transfermarkt,bundesliga,2023/24,FC Augsburg,Augsburg,True
transfermarkt,bundesliga,2024/25,VfL Wolfsburg,Wolfsburg,True
transfermarkt,bundesliga,2024/25,RB Leipzig,RB Leipzig,True
transfermarkt,bundesliga,2024/25,Bayer 04 Leverkusen,Leverkusen,True
transfermarkt,bundesliga,2024/25,SV Werder Bremen,Werder Bremen,True
transfermarkt,bundesliga,2024/25,FC Augsburg,Augsburg,True
transfermarkt,bundesliga,2024/25,Borussia Dortmund,Dortmund,True
transfermarkt,bundesliga,2024/25,1.FC Union Berlin,Union Berlin,True
transfermarkt,bundesliga,2024/25,TSG 1899 Hoffenheim,Hoffenheim,True
transfermarkt,bundesliga,2024/25,VfL Bochum,Bochum,True
transfermarkt,ligue_1,2004/05,AJ Auxerre,Auxerre,True
transfermarkt,ligue_1,2004/05,FC Metz,Metz,True
transfermarkt,ligue_1,2004/05,Olympique Lyon,Lyon,True
transfermarkt,ligue_1,2004/05,FC Girondins Bordeaux,Bordeaux,True
transfermarkt,ligue_1,2004/05,Olympique Marseille,Marseille,True
transfermarkt,ligue_1,2004/05,FC Istres Ouest Provence,,False
transfermarkt,ligue_1,2004/05,SM Caen,Caen,True
transfermarkt,ligue_1,2004/05,OGC Nice,Nice,True
transfermarkt,ligue_1,2004/05,SC Bastia,Bastia,True
transfermarkt,ligue_1,2004/05,Paris Saint-Germain,Paris SG,True
transfermarkt,ligue_1,2004/05,RC Lens,Lens,True
transfermarkt,ligue_1,2004/05,FC Nantes,Nantes,True
transfermarkt,ligue_1,2004/05,RC Strasbourg Alsace,Strasbourg,True
transfermarkt,ligue_1,2004/05,AC Ajaccio,Ajaccio,True
transfermarkt,ligue_1,2005/06,Olympique Marseille,Marseille,True
transfermarkt,ligue_1,2005/06,Stade Rennais FC,Rennes,True
transfermarkt,ligue_1,2005/06,FC Metz,Metz,True
transfermarkt,ligue_1,2005/06,FC Toulouse,Toulouse,True
transfermarkt,ligue_1,2005/06,AS Saint-Étienne,St Etienne,True
transfermarkt,ligue_1,2005/06,RC Strasbourg Alsace,Strasbourg,True
transfermarkt,ligue_1,2005/06,AC Ajaccio,Ajaccio,True
transfermarkt,ligue_1,2005/06,AS Monaco,Monaco,True
transfermarkt,ligue_1,2005/06,AJ Auxerre,Auxerre,True
transfermarkt,ligue_1,2005/06,FC Sochaux-Montbéliard,,False
transfermarkt,ligue_1,2005/06,Paris Saint-Germain,Paris SG,True
transfermarkt,ligue_1,2006/07,FC Girondins Bordeaux,Bordeaux,True
transfermarkt,ligue_1,2006/07,AS Monaco,Monaco,True
transfermarkt,ligue_1,2006/07,AS Saint-Étienne,St Etienne,True
transfermarkt,ligue_1,2006/07,FC Sochaux-Montbéliard,,False
transfermarkt,ligue_1,2006/07,ESTAC Troyes,Troyes,True
transfermarkt,ligue_1,2006/07,Le Mans Union Club 72,,False
transfermarkt,ligue_1,2006/07,RC Lens,Lens,True
transfermarkt,ligue_1,2006/07,Olympique Lyon,Lyon,True
transfermarkt,ligue_1,2006/07,FC Nantes,Nantes,True
transfermarkt,ligue_1,2006/07,Paris Saint-Germain,Paris SG,True
transfermarkt,ligue_1,2006/07,CS Sedan-Ardennes,,False
transfermarkt,ligue_1,2007/08,RC Strasbourg Alsace,Strasbourg,True
transfermarkt,ligue_1,2007/08,RC Lens,Lens,True
transfermarkt,ligue_1,2007/08,Olympique Lyon,Lyon,True
transfermarkt,ligue_1,2007/08,LOSC Lille,Lille,True
transfermarkt,ligue_1,2007/08,Le Mans Union Club 72,,False
transfermarkt,ligue_1,2007/08,FC Toulouse,Toulouse,True
transfermarkt,ligue_1,2007/08,FC Sochaux-Montbéliard,,False
transfermarkt,ligue_1,2007/08,FC Metz,Metz,True
transfermarkt,ligue_1,2007/08,Stade Rennais FC,Rennes,True
transfermarkt,ligue_1,2007/08,Olympique Marseille,Marseille,True
transfermarkt,ligue_1,2008/09,Olympique Marseille,Marseille,True
transfermarkt,ligue_1,2008/09,Stade Rennais FC,Rennes,True
transfermarkt,ligue_1,2008/09,OGC Nice,Nice,True
transfermarkt,ligue_1,2008/09,Paris Saint-Germain,Paris SG,True
transfermarkt,ligue_1,2008/09,FC Nantes,Nantes,True
transfermarkt,ligue_1,2008/09,Le Mans Union Club 72,,False
transfermarkt,ligue_1,2008/09,Valenciennes FC,Valenciennes,True
transfermarkt,ligue_1,2008/09,AS Monaco,Monaco,True
transfermarkt,ligue_1,2008/09,Le Havre AC,Le Havre,True
transfermarkt,ligue_1,2008/09,AS Saint-Étienne,St Etienne,True
transfermarkt,ligue_1,2009/10,FC Girondins Bordeaux,Bordeaux,True
transfermarkt,ligue_1,2009/10,OGC Nice,Nice,True
transfermarkt,ligue_1,2009/10,AS Saint-Étienne,St Etienne,True
transfermarkt,ligue_1,2009/10,Le Mans Union Club 72,,False
transfermarkt,ligue_1,2010/11,Olympique Lyon,Lyon,True
transfermarkt,ligue_1,2010/11,FC Girondins Bordeaux,Bordeaux,True
transfermarkt,ligue_1,2010/11,FC Sochaux-Montbéliard,,False
transfermarkt,ligue_1,2010/11,AS Nancy-Lorraine,,False
transfermarkt,ligue_1,2010/11,Valenciennes FC,Valenciennes,True
transfermarkt,ligue_1,2010/11,AJ Auxerre,Auxerre,True
transfermarkt,ligue_1,2010/11,RC Lens,Lens,True
transfermarkt,ligue_1,2010/11,AS Monaco,Monaco,True
transfermarkt,ligue_1,2010/11,AC Arles-Avignon,Arles,True
transfermarkt,ligue_1,2011/12,SM Caen,Caen,True
transfermarkt,ligue_1,2011/12,AC Ajaccio,Ajaccio,True
transfermarkt,ligue_1,2011/12,Stade Brestois 29,,False
transfermarkt,ligue_1,2011/12,Dijon FCO,Dijon,True
transfermarkt,ligue_1,2011/12,OGC Nice,Nice,True
transfermarkt,ligue_1,2011/12,AJ Auxerre,Auxerre,True
transfermarkt,ligue_1,2011/12,FC Sochaux-Montbéliard,,False
transfermarkt,ligue_1,2011/12,FC Évian Thonon Gaillard,Evian Thonon Gaillard,True
transfermarkt,ligue_1,2011/12,Paris Saint-Germain,Paris SG,True
transfermarkt,ligue_1,2012/13,Stade Rennais FC,Rennes,True
transfermarkt,ligue_1,2012/13,Paris Saint-Germain,Paris SG,True
transfermarkt,ligue_1,2012/13,Montpellier HSC,Montpellier,True
transfermarkt,ligue_1,2012/13,LOSC Lille,Lille,True
transfermarkt,ligue_1,2012/13,AC Ajaccio,Ajaccio,True
transfermarkt,ligue_1,2012/13,Stade Brestois 29,,False
transfermarkt,ligue_1,2012/13,AS Nancy-Lorraine,,False
transfermarkt,ligue_1,2012/13,FC Évian Thonon Gaillard,Evian Thonon Gaillard,True
transfermarkt,ligue_1,2012/13,Olympique Marseille,Marseille,True
transfermarkt,ligue_1,2013/14,Olympique Marseille,Marseille,True
transfermarkt,ligue_1,2013/14,Olympique Lyon,Lyon,True
transfermarkt,ligue_1,2013/14,FC Lorient,Lorient,True
transfermarkt,ligue_1,2013/14,Stade Reims,,False
transfermarkt,ligue_1,2013/14,FC Sochaux-Montbéliard,,False
transfermarkt,ligue_1,2013/14,SC Bastia,Bastia,True
transfermarkt,ligue_1,2013/14,AS Monaco,Monaco,True
transfermarkt,ligue_1,2013/14,FC Girondins Bordeaux,Bordeaux,True
transfermarkt,ligue_1,2013/14,Montpellier HSC,Montpellier,True
transfermarkt,ligue_1,2013/14,AC Ajaccio,Ajaccio,True
transfermarkt,ligue_1,2013/14,Valenciennes FC,Valenciennes,True
transfermarkt,ligue_1,2014/15,LOSC Lille,Lille,True
transfermarkt,ligue_1,2014/15,FC Évian Thonon Gaillard,Evian Thonon Gaillard,True
transfermarkt,ligue_1,2014/15,FC Metz,Metz,True
transfermarkt,ligue_1,2014/15,Stade Reims,,False
transfermarkt,ligue_1,2014/15,FC Toulouse,Toulouse,True
transfermarkt,ligue_1,2014/15,SC Bastia,Bastia,True
transfermarkt,ligue_1,2015/16,FC Girondins Bordeaux,Bordeaux,True
transfermarkt,ligue_1,2015/16,GFC Ajaccio,Ajaccio GFCO,True
transfermarkt,ligue_1,2015/16,Stade Reims,,False
transfermarkt,ligue_1,2015/16,ESTAC Troyes,Troyes,True
transfermarkt,ligue_1,2015/16,FC Nantes,Nantes,True
transfermarkt,ligue_1,2015/16,EA Guingamp,Guingamp,True
transfermarkt,ligue_1,2015/16,OGC Nice,Nice,True
transfermarkt,ligue_1,2015/16,Paris Saint-Germain,Paris SG,True
transfermarkt,ligue_1,2015/16,Olympique Marseille,Marseille,True
transfermarkt,ligue_1,2015/16,FC Toulouse,Toulouse,True
transfermarkt,ligue_1,2015/16,SC Bastia,Bastia,True
transfermarkt,ligue_1,2015/16,Montpellier HSC,Montpellier,True
transfermarkt,ligue_1,2015/16,Stade Rennais FC,Rennes,True
transfermarkt,ligue_1,2015/16,Olympique Lyon,Lyon,True
transfermarkt,ligue_1,2015/16,LOSC Lille,Lille,True
transfermarkt,ligue_1,2016/17,AS Saint-Étienne,St Etienne,True
transfermarkt,ligue_1,2016/17,FC Nantes,Nantes,True
transfermarkt,ligue_1,2016/17,LOSC Lille,Lille,True
transfermarkt,ligue_1,2016/17,SC Bastia,Bastia,True
transfermarkt,ligue_1,2016/17,FC Lorient,Lorient,True
transfermarkt,ligue_1,2016/17,Montpellier HSC,Montpellier,True
transfermarkt,ligue_1,2016/17,Olympique Marseille,Marseille,True
transfermarkt,ligue_1,2016/17,Stade Rennais FC,Rennes,True
transfermarkt,ligue_1,2017/18,FC Nantes,Nantes,True
transfermarkt,ligue_1,2017/18,Paris Saint-Germain,Paris SG,True
transfermarkt,ligue_1,2017/18,OGC Nice,Nice,True
transfermarkt,ligue_1,2017/18,SM Caen,Caen,True
transfermarkt,ligue_1,2017/18,FC Toulouse,Toulouse,True
transfermarkt,ligue_1,2017/18,ESTAC Troyes,Troyes,True
transfermarkt,ligue_1,2017/18,FC Metz,Metz,True
transfermarkt,ligue_1,2017/18,FC Girondins Bordeaux,Bordeaux,True
transfermarkt,ligue_1,2017/18,LOSC Lille,Lille,True
transfermarkt,ligue_1,2017/18,AS Saint-Étienne,St Etienne,True
transfermarkt,ligue_1,2017/18,Stade Rennais FC,Rennes,True
transfermarkt,ligue_1,2018/19,Dijon FCO,Dijon,True
transfermarkt,ligue_1,2018/19,Olympique Lyon,Lyon,True
transfermarkt,ligue_1,2018/19,Olympique Marseille,Marseille,True
transfermarkt,ligue_1,2018/19,AS Saint-Étienne,St Etienne,True
transfermarkt,ligue_1,2018/19,Amiens SC,Amiens,True
transfermarkt,ligue_1,2018/19,SM Caen,Caen,True
transfermarkt,ligue_1,2018/19,EA Guingamp,Guingamp,True
transfermarkt,ligue_1,2018/19,Stade Reims,,False
transfermarkt,ligue_1,2018/19,FC Girondins Bordeaux,Bordeaux,True
transfermarkt,ligue_1,2018/19,AS Monaco,Monaco,True
transfermarkt,ligue_1,2018/19,Stade Rennais FC,Rennes,True
transfermarkt,ligue_1,2018/19,FC Nantes,Nantes,True
transfermarkt,ligue_1,2019/20,AS Monaco,Monaco,True
transfermarkt,ligue_1,2019/20,Nîmes Olympique,,False
transfermarkt,ligue_1,2019/20,FC Toulouse,Toulouse,True
transfermarkt,ligue_1,2019/20,Olympique Lyon,Lyon,True
transfermarkt,ligue_1,2019/20,AS Saint-Étienne,St Etienne,True
transfermarkt,ligue_1,2019/20,FC Nantes,Nantes,True
transfermarkt,ligue_1,2020/21,LOSC Lille,Lille,True
transfermarkt,ligue_1,2020/21,Stade Brestois 29,,False
transfermarkt,ligue_1,2020/21,Stade Reims,,False
transfermarkt,ligue_1,2020/21,Montpellier HSC,Montpellier,True
transfermarkt,ligue_1,2020/21,Angers SCO,Angers,True
transfermarkt,ligue_1,2020/21,Olympique Lyon,Lyon,True
transfermarkt,ligue_1,2020/21,RC Strasbourg Alsace,Strasbourg,True
transfermarkt,ligue_1,2020/21,OGC Nice,Nice,True
transfermarkt,ligue_1,2020/21,Olympique Marseille,Marseille,True
transfermarkt,ligue_1,2020/21,Stade Rennais FC,Rennes,True
transfermarkt,ligue_1,2020/21,FC Nantes,Nantes,True
transfermarkt,ligue_1,2020/21,Nîmes Olympique,,False
transfermarkt,ligue_1,2020/21,Paris Saint-Germain,Paris SG,True
transfermarkt,ligue_1,2020/21,Dijon FCO,Dijon,True
transfermarkt,ligue_1,2020/21,FC Metz,Metz,True
transfermarkt,ligue_1,2020/21,FC Girondins Bordeaux,Bordeaux,True
transfermarkt,ligue_1,2021/22,OGC Nice,Nice,True
transfermarkt,ligue_1,2021/22,AS Saint-Étienne,St Etienne,True
transfermarkt,ligue_1,2021/22,FC Lorient,Lorient,True
transfermarkt,ligue_1,2021/22,LOSC Lille,Lille,True
transfermarkt,ligue_1,2021/22,FC Metz,Metz,True
transfermarkt,ligue_1,2021/22,FC Girondins Bordeaux,Bordeaux,True
transfermarkt,ligue_1,2021/22,AS Monaco,Monaco,True
transfermarkt,ligue_1,2021/22,ESTAC Troyes,Troyes,True
transfermarkt,ligue_1,2022/23,Olympique Marseille,Marseille,True
transfermarkt,ligue_1,2022/23,FC Toulouse,Toulouse,True
transfermarkt,ligue_1,2022/23,OGC Nice,Nice,True
transfermarkt,ligue_1,2022/23,Paris Saint-Germain,Paris SG,True
transfermarkt,ligue_1,2022/23,RC Strasbourg Alsace,Strasbourg,True
transfermarkt,ligue_1,2022/23,AS Monaco,Monaco,True
transfermarkt,ligue_1,2022/23,FC Nantes,Nantes,True
transfermarkt,ligue_1,2022/23,Angers SCO,Angers,True
transfermarkt,ligue_1,2022/23,Montpellier HSC,Montpellier,True
transfermarkt,ligue_1,2022/23,Stade Brestois 29,,False
transfermarkt,ligue_1,2022/23,ESTAC Troyes,Troyes,True
transfermarkt,ligue_1,2022/23,AJ Auxerre,Auxerre,True
transfermarkt,ligue_1,2022/23,Stade Reims,,False
transfermarkt,ligue_1,2022/23,Olympique Lyon,Lyon,True
transfermarkt,ligue_1,2023/24,Clermont Foot 63,,False
transfermarkt,ligue_1,2023/24,Stade Reims,,False
transfermarkt,ligue_1,2023/24,Olympique Marseille,Marseille,True
transfermarkt,ligue_1,2023/24,OGC Nice,Nice,True
transfermarkt,ligue_1,2023/24,Le Havre AC,Le Havre,True
transfermarkt,ligue_1,2023/24,RC Lens,Lens,True
transfermarkt,ligue_1,2023/24,FC Lorient,Lorient,True
transfermarkt,ligue_1,2023/24,LOSC Lille,Lille,True
transfermarkt,ligue_1,2023/24,FC Nantes,Nantes,True
transfermarkt,ligue_1,2023/24,Olympique Lyon,Lyon,True
transfermarkt,ligue_1,2023/24,Stade Rennais FC,Rennes,True
transfermarkt,ligue_1,2024/25,RC Lens,Lens,True
transfermarkt,ligue_1,2024/25,Stade Reims,,False
transfermarkt,ligue_1,2024/25,FC Nantes,Nantes,True
transfermarkt,ligue_1,2024/25,Montpellier HSC,Montpellier,True
transfermarkt,ligue_1,2024/25,Stade Rennais FC,Rennes,True
transfermarkt,ligue_1,2024/25,Olympique Lyon,Lyon,True
transfermarkt,ligue_1,2024/25,AS Saint-Étienne,St Etienne,True
transfermarkt,ligue_1,2024/25,RC Strasbourg Alsace,Strasbourg,True
panel_unmapped_from_events,,,Albacete,Albacete,False
panel_unmapped_from_events,,,Ancona,Ancona,False
panel_unmapped_from_events,,,Ascoli,Ascoli,False
panel_unmapped_from_events,,,Barnsley,Barnsley,False
panel_unmapped_from_events,,,Blackpool,Blackpool,False
panel_unmapped_from_events,,,Bradford,Bradford,False
panel_unmapped_from_events,,,Braunschweig,Braunschweig,False
panel_unmapped_from_events,,,Cannes,Cannes,False
panel_unmapped_from_events,,,Chateauroux,Chateauroux,False
panel_unmapped_from_events,,,Clermont,Clermont,False
panel_unmapped_from_events,,,Compostela,Compostela,False
panel_unmapped_from_events,,,Coventry,Coventry,False
panel_unmapped_from_events,,,Dresden,Dresden,False
panel_unmapped_from_events,,,Dusseldorf,Dusseldorf,False
panel_unmapped_from_events,,,Extremadura,Extremadura,False
panel_unmapped_from_events,,,Foggia,Foggia,False
panel_unmapped_from_events,,,Grenoble,Grenoble,False
panel_unmapped_from_events,,,Gueugnon,Gueugnon,False
panel_unmapped_from_events,,,Heidenheim,Heidenheim,False
panel_unmapped_from_events,,,Holstein Kiel,Holstein Kiel,False
panel_unmapped_from_events,,,Ipswich,Ipswich,False
panel_unmapped_from_events,,,Istres,Istres,False
panel_unmapped_from_events,,,Karlsruhe,Karlsruhe,False
panel_unmapped_from_events,,,Leipzig,Leipzig,False
panel_unmapped_from_events,,,Lerida,Lerida,False
panel_unmapped_from_events,,,Logrones,Logrones,False
panel_unmapped_from_events,,,Luton,Luton,False
panel_unmapped_from_events,,,M'Gladbach,M'Gladbach,False
panel_unmapped_from_events,,,Martigues,Martigues,False
